id,approved,title
NULL,1,National Polytechnic Institute - Mexico
NULL,1,National Research University - Higher School of Economics
NULL,1,National Sun Yat Sen University
NULL,1,National Taipei University
NULL,1,National Taipei University of Technology
NULL,1,National Taiwan Normal University
NULL,1,National Taiwan Ocean University
NULL,1,National Taiwan University
NULL,1,National Taiwan University of Science & Technology
NULL,1,National Technical University of Athens
NULL,1,National Technical University Ukraine Kiev Polytechnic Institute
NULL,1,National Technological University
NULL,1,National Theatre Conservatory
NULL,1,National Tsing Hua University
NULL,1,National University
NULL,1,National University Kaohsiung
NULL,1,National University of Cordoba
NULL,1,National University of Defence Technology - China
NULL,1,National University of Ireland (NUI) Galway
NULL,1,National University of Ireland (NUI) Maynooth
NULL,1,National University of La Plata
NULL,1,National University of Mar del Plata
NULL,1,National University of Rosario
NULL,1,National University of San Luis
NULL,1,National University of San Marcos
NULL,1,National University of Sciences & Technology - Pakistan
NULL,1,National University of Singapore
NULL,1,National University of the Littoral
NULL,1,National University of the South
NULL,1,National University Tainan
NULL,1,National Yang Ming University
NULL,1,Naval Postgraduate School
NULL,1,Nazarene Bible College
NULL,1,Nazareth College
NULL,1,Nebraska Christian College
NULL,1,Nebraska Methodist College of Nursing and Allied Health
NULL,1,Nebraska Wesleyan University
NULL,1,Nelson Mandela Metropolitan University
NULL,1,Neumann College
NULL,1,Nevsehir University
NULL,1,Newberry College
NULL,1,Newcastle University
NULL,1,New College of California
NULL,1,New College of Florida
NULL,1,New England College
NULL,1,New England College of Optometry
NULL,1,New England Conservatory of Music
NULL,1,New England Institute of Technology
NULL,1,New England School of Art and Design
NULL,1,New England School of Communications
NULL,1,New England School of Law
NULL,1,New Hampshire College
NULL,1,New Jersey City University
NULL,1,New Jersey Institute of Technology
NULL,1,Newman University
NULL,1,New Mexico Highlands University
NULL,1,New Mexico Institute of Mining and Technology
NULL,1,New Mexico Institute of Mining Technology
NULL,1,New Mexico State University
NULL,1,Newschool of Architecture and Design
NULL,1,New York Academy of Art Graduate School of Figurative Art
NULL,1,New York Chiropractic College
NULL,1,New York College of Podiatric Medicine
NULL,1,New York Film Academy
NULL,1,New York Institute of Technology
NULL,1,New York Law School
NULL,1,New York Medical College
NULL,1,New York School of Interior Design
NULL,1,New York University
NULL,1,Niagara University
NULL,1,Nicholls State University
NULL,1,Nichols College
NULL,1,Nicolaus Copernicus University
NULL,1,Nigde University
NULL,1,Nihon University
NULL,1,Niigata University
NULL,1,Ningbo University
NULL,1,Ningxia University
NULL,1,Nippon Dental University
NULL,1,Nippon Medical School
NULL,1,Norfolk State University
NULL,1,North Carolina Agricultural and Technical State University
NULL,1,North Carolina A&T State University
NULL,1,North Carolina Central University
NULL,1,North Carolina School of the Arts
NULL,1,North Carolina State University
NULL,1,North Carolina Wesleyan College
NULL,1,North Central Bible College
NULL,1,North Central College
NULL,1,Northcentral University
NULL,1,North China Electric Power University
NULL,1,North Dakota State University
NULL,1,North Dakota State University Fargo
NULL,1,North Eastern Hill University
NULL,1,Northeastern Illinois University
NULL,1,Northeastern Ohio University College of Medicine
NULL,1,Northeastern State University
NULL,1,Northeastern University
NULL,1,Northeastern University - China
NULL,1,Northeast Forestry University - China
NULL,1,Northeast Normal University - China
NULL,1,Northern Arizona University
NULL,1,Northern Illinois University
NULL,1,Northern Kentucky University
NULL,1,Northern Michigan University
NULL,1,Northern State University
NULL,1,Northern Virginia Community College
NULL,1,Northface University
NULL,1,North Georgia College
NULL,1,North Greenville College
NULL,1,Northland College
NULL,1,North Maharashtra University
NULL,1,North Park University
NULL,1,Northumbria University
NULL,1,North University of China
NULL,1,Northwest A&F University - China
NULL,1,Northwest Christian College
NULL,1,Northwest College of Art
NULL,1,Northwestern College Iowa
NULL,1,Northwestern College of Chiropractic
NULL,1,Northwestern College St. Paul
NULL,1,Northwestern Oklahoma State University
NULL,1,Northwestern Polytechnic University - China
NULL,1,Northwestern State University of Louisiana
NULL,1,Northwestern University
NULL,1,Northwest Missouri State University
NULL,1,Northwest Nazarene University
NULL,1,Northwest Normal University - China
NULL,1,Northwest University
NULL,1,North West University - South Africa
NULL,1,Northwest University Xian
NULL,1,Northwood University
NULL,1,Northwood University Florida Campus
NULL,1,Northwood University Texas Campus
NULL,1,Norwegian School of Sport Sciences
NULL,1,Norwegian University of Life Sciences
NULL,1,Norwegian University of Science & Technology
NULL,1,Norwich University
NULL,1,Notre Dame College
NULL,1,Notre Dame College of Ohio
NULL,1,Notre Dame de Namur University
NULL,1,Nottingham Trent University
NULL,1,Nova Southeastern University
NULL,1,Novosibirsk State University
NULL,1,Nyack College
NULL,1,Oakland City University
NULL,1,Oakland University
NULL,1,Oakton Community College
NULL,1,Oakwood College
NULL,1,Obafemi Awolowo University
NULL,1,Oberlin College
NULL,1,Obihiro University of Agriculture & Veterinary Medicine
NULL,1,Occidental College
NULL,1,Ocean University of China
NULL,1,Ochanomizu University
NULL,1,Oglala Lakota College
NULL,1,Oglethorpe University
NULL,1,Ohio College of Podiatric Medicine
NULL,1,Ohio Dominican College
NULL,1,Ohio Northern University
NULL,1,Ohio State University
NULL,1,Ohio State University - Lima
NULL,1,Ohio State University - Mansfield
NULL,1,Ohio State University - Marion
NULL,1,Ohio State University - Newark
NULL,1,Ohio University
NULL,1,Ohio University - Chillicothe
NULL,1,Ohio University - Eastern
NULL,1,Ohio University - Lancaster
NULL,1,Ohio University - Southern
NULL,1,Ohio University - Zanesville
NULL,1,Ohio Valley College
NULL,1,Ohio Wesleyan University
NULL,1,Oita University
NULL,1,Okayama University
NULL,1,Okayama University of Science
NULL,1,Oklahoma Baptist University
NULL,1,Oklahoma Christian University
NULL,1,Oklahoma City University
NULL,1,Oklahoma Panhandle State University
NULL,1,Oklahoma State University
NULL,1,Oklahoma State University Center for Health Sciences
NULL,1,Oklahoma State University - Institute of Technology
NULL,1,Oklahoma State University - Oklahoma City
NULL,1,Oklahoma State University - Stillwater
NULL,1,Oklahoma State University - Tulsa
NULL,1,Old Dominion University
NULL,1,Olive-Harvey College
NULL,1,Olivet College
NULL,1,Olivet Nazarene University
NULL,1,O'More College of Design
NULL,1,Ondokuz Mayis University
NULL,1,Open University Netherlands
NULL,1,Open University - UK
NULL,1,Oral Roberts University
NULL,1,Orebro University
NULL,1,Oregon College of Arts and Crafts
NULL,1,Oregon Graduate Institute of Science and Technology
NULL,1,Oregon Health Sciences University
NULL,1,Oregon Institute of Technology
NULL,1,Oregon State University
NULL,1,Orta Dogu Teknik University
NULL,1,Osaka City University
NULL,1,Osaka Institute of Technology
NULL,1,Osaka Medical Center for Cancer & Cardiovascular Diseases
NULL,1,Osaka Prefecture University
NULL,1,Osaka University
NULL,1,Osmania University
NULL,1,Otis College of Art & Design
NULL,1,Ottawa University
NULL,1,Otterbein College
NULL,1,Otto von Guericke University
NULL,1,Ouachita Baptist University
NULL,1,Our Lady of Holy Cross College
NULL,1,Our Lady of the Lake University
NULL,1,Ovidius University
NULL,1,Oxford Brookes University
NULL,1,Ozark Christian College
NULL,1,Ozyegin University
NULL,1,Pace University
NULL,1,Pace University  Pleasantville/Briarcliff
NULL,1,Pacifica Graduate Institute
NULL,1,Pacific College of Oriental Medicine
NULL,1,Pacific Graduate School of Psychology
NULL,1,Pacific Lutheran University
NULL,1,Pacific Northwest College of Art
NULL,1,Pacific Oaks College
NULL,1,Pacific Union College
NULL,1,Pacific University
NULL,1,Paier College of Art
NULL,1,Paine College
NULL,1,Pakistan Institute of Engineering & Applied Science
NULL,1,Palacky University Olomouc
NULL,1,Palm Beach Atlantic University
NULL,1,Palm Beach State College
NULL,1,Palmer College of Chiropractic
NULL,1,Palmer College of Chiropractic West
NULL,1,Pamukkale University
NULL,1,Panjab University
NULL,1,Paracelsus Private Medical University
NULL,1,Park College
NULL,1,Parsons School of Design
NULL,1,Paul Quinn College
NULL,1,Peace College
NULL,1,Pebble Hills University
NULL,1,Peking University
NULL,1,Penn State University
NULL,1,Pennsylvania Academy of the Fine Arts
NULL,1,Pennsylvania College of Optometry
NULL,1,Pennsylvania Institute of Technology
NULL,1,Pennsylvania State University
NULL,1,Pennsylvania State University - Abington
NULL,1,Pennsylvania State University - Altoona
NULL,1,Pennsylvania State University at Erie - Behrend College
NULL,1,Pennsylvania State University at Harrisburg - The Capital College
NULL,1,Pennsylvania State University - Berks-Lehigh Valley College
NULL,1,Pennsylvania State University Delaware County
NULL,1,Pennsylvania State University Great Valley
NULL,1,Pennsylvania State University - Lehigh Valley
NULL,1,Pennsylvania State University - Milton S.Hershey Medical Center
NULL,1,Pennsylvania State University - Schuylkill
NULL,1,Peoples Friendship University of Russia
NULL,1,Pepperdine University
NULL,1,Peru State College
NULL,1,Pfeiffer University
NULL,1,Philadelphia College of Bible
NULL,1,Philadelphia College of Osteopathic Medicine
NULL,1,Philadelphia University
NULL,1,Philander Smith College
NULL,1,Philipps University Marburg
NULL,1,Phillips Graduate Institute
NULL,1,Phillips University
NULL,1,Phramongkutklao College of Medicine
NULL,1,Piedmont Baptist College
NULL,1,Piedmont College
NULL,1,Pierre & Marie Curie University - Paris 6
NULL,1,Pierre Mendes-France University - Grenoble II
NULL,1,Pikeville College
NULL,1,Pillsbury Baptist Bible College
NULL,1,Pittsburg State University
NULL,1,Pitzer College
NULL,1,Plovdiv University
NULL,1,Plymouth State College
NULL,1,Pochon Cha University
NULL,1,Point Loma Nazarene College
NULL,1,Point Park College
NULL,1,Polytechnic Institute of Lisbon
NULL,1,Polytechnic Institute of Porto
NULL,1,Polytechnic University
NULL,1,Polytechnic University Long Island Campus
NULL,1,Polytechnic University of Bucharest
NULL,1,Polytechnic University of Catalonia
NULL,1,Polytechnic University of Madrid
NULL,1,Polytechnic University of Milan
NULL,1,Polytechnic University of Timisoara
NULL,1,Polytechnic University of Turin
NULL,1,Polytechnic University of Valencia
NULL,1,Polytechnic University Westchester Graduate Center
NULL,1,Polytechnique Montreal
NULL,1,Pomona College
NULL,1,Pompeu Fabra University
NULL,1,Pondicherry University
NULL,1,Pontifical Catholic University of Peru
NULL,1,Pontifical University of Javeriana
NULL,1,Pontificia Universidad Catolica de Chile
NULL,1,Pontificia Universidad Catolica de Valparaiso
NULL,1,Pontificia Universidade Catolica do Parana
NULL,1,Pontificia Universidade Catolica do Rio de Janeiro
NULL,1,Pontificia Universidade Catolica Do Rio Grande Do Sul
NULL,1,Portland Community College
NULL,1,Portland State University
NULL,1,Post University of Waterbury
NULL,1,Poznan University of Life Sciences
NULL,1,Poznan University of Medical Sciences
NULL,1,Poznan University of Technology
NULL,1,Prairie View Agricultural and Mechanical University
NULL,1,Pratt Institute
NULL,1,Presbyterian College
NULL,1,Prescott College
NULL,1,Prescott College Center for Indian Bilingual Teacher Education
NULL,1,Preston University
NULL,1,Prince Songkla University
NULL,1,Princeton University
NULL,1,Principia College
NULL,1,Providence College
NULL,1,Providence University - Taiwan
NULL,1,Puget Sound Christian College
NULL,1,Pukyong National University
NULL,1,Punjabi University
NULL,1,Purdue University
NULL,1,Purdue University Calumet
NULL,1,Purdue University North Central
NULL,1,Pusan National University
NULL,1,Putra University Malaysia
NULL,1,Qassim University
NULL,1,Qingdao Technology University
NULL,1,Qingdao University
NULL,1,Qingdao University of Science & Technology
NULL,1,Quaid I Azam University
NULL,1,Quantum-Veritas International University
NULL,1,Queen Mary University London
NULL,1,Queens College
NULL,1,Queens College NY (CUNY)
NULL,1,Queensland University of Technology
NULL,1,Queens University Belfast
NULL,1,Queens University - Canada
NULL,1,Qufu Normal University
NULL,1,Quincy University
NULL,1,Quinnipiac College
NULL,1,Radboud University Nijmegen
NULL,1,Radford University
NULL,1,Ramapo College of New Jersey
NULL,1,Rand Graduate School of Policy Studies
NULL,1,Randolph-Macon College
NULL,1,Randolph-Macon Woman's College
NULL,1,Rasmussen College
NULL,1,Rasmussen College Florida Campuses
NULL,1,Rasmussen College Illinois Campuses
NULL,1,Rasmussen College Minnesota Campuses
NULL,1,Rasmussen College North Dakota Campuses
NULL,1,Rasmussen College Wisconsin Campuses
NULL,1,Reed College
NULL,1,Reformed Bible College
NULL,1,Regent International University
NULL,1,Regent University
NULL,1,Regis College
NULL,1,Regis University
NULL,1,Reinhardt College
NULL,1,Renmin University of China
NULL,1,Rensselaer Polytechnic Institute
NULL,1,Research College of Nursing - Rockhurst University
NULL,1,Reykjavik University
NULL,1,Rhode Island College
NULL,1,Rhode Island School of Design
NULL,1,Rhodes College
NULL,1,Rhodes University
NULL,1,Rice University
NULL,1,Richard Stockton College of New Jersey
NULL,1,Rider University
NULL,1,Riga Stradins University
NULL,1,Riga Technical University
NULL,1,Rikkyo University
NULL,1,Ringling College of Art and Design
NULL,1,Ripon College
NULL,1,Ritsumeikan University
NULL,1,Rivier College
NULL,1,Roanoke Bible College
NULL,1,Roanoke College
NULL,1,Robert Gordon University
NULL,1,Robert Morris College
NULL,1,Robert Morris College of Chicago
NULL,1,Roberts Wesleyan College
NULL,1,Rochester College
NULL,1,Rochester Institute of Technology
NULL,1,Rockefeller University
NULL,1,Rockford College
NULL,1,Rockhurst College
NULL,1,Rock Valley College
NULL,1,Rocky Mountain College
NULL,1,Rocky Mountain College of Art and Design
NULL,1,Roehampton University
NULL,1,Rogers State University
NULL,1,Roger Williams University
NULL,1,Rollins College
NULL,1,Roma Tre University
NULL,1,Roosevelt University
NULL,1,Rose-Hulman Institute of Technology
NULL,1,Rosemont College
NULL,1,Roskilde University
NULL,1,Ross University School of Medicine
NULL,1,Rowan University
NULL,1,Royal College of Surgeons - Ireland
NULL,1,Royal Holloway University London
NULL,1,Royal Institute of Technology
NULL,1,Royal Melbourne Institute of Technology (RMIT)
NULL,1,Royal Military College - Canada
NULL,1,Ruhr University Bochum
NULL,1,Ruprecht Karl University Heidelberg
NULL,1,Rush University
NULL,1,Russel Sage College
NULL,1,Rust College
NULL,1,Rutgers State University
NULL,1,Rutgers State University Camden
NULL,1,Rutgers State University Medical Center
NULL,1,Rutgers State University Newark
NULL,1,RWTH Aachen University
NULL,1,Ryerson University
NULL,1,Rzeszow University of Technology
NULL,1,Saarland University
NULL,1,Sabanci University
NULL,1,Sacred Heart University
NULL,1,Saga University
NULL,1,Sage Graduate School
NULL,1,Saginaw Valley State University
NULL,1,Saint Francis Xavier University - Canada
NULL,1,Saint Johns University
NULL,1,Saint Louis University
NULL,1,Saint Marianna University
NULL,1,Saint Marys University - Canada
NULL,1,Saint Petersburg State Polytechnic University
NULL,1,Saint Petersburg State University
NULL,1,Saint Petersburg State University of Information Technologies Mechanics and Optics
NULL,1,Saitama Medical University
NULL,1,Saitama University
NULL,1,Sakarya University
NULL,1,Salem College
NULL,1,Salem International University
NULL,1,Salem State College
NULL,1,Salem Teikyo University
NULL,1,Salisbury State University
NULL,1,Salve Regina University
NULL,1,Salzburg University
NULL,1,Samford University
NULL,1,Sam Houston State University
NULL,1,Samuel Merritt College
NULL,1,Sanaa University
NULL,1,San Diego State University
NULL,1,San Diego University for Integrative Studies
NULL,1,Sanford-Brown Institute
NULL,1,San Francisco Art Institute
NULL,1,San Francisco Conservatory of Music
NULL,1,San Francisco State University
NULL,1,Sang Myung University
NULL,1,San Joaquin College of Law
NULL,1,San Jose Christian College
NULL,1,San Jose State University
NULL,1,San Pablo CEU University
NULL,1,Santa Clara University
NULL,1,Sapienza University Rome
NULL,1,Sapporo Medical University
NULL,1,Sarah Lawrence College
NULL,1,Saratov State University
NULL,1,Sardar Patel University
NULL,1,Savannah College of Art and Design
NULL,1,Savannah State University
NULL,1,Saybrook Institute
NULL,1,Schiller International University
NULL,1,Scholl College of Podiatric Medicine
NULL,1,School for International Training
NULL,1,School of the Museum of Fine Arts
NULL,1,School of the Visual Arts
NULL,1,Schreiner College
NULL,1,Scripps College
NULL,1,Scuola Normale Superiore di Pisa
NULL,1,Seattle Pacific University
NULL,1,Seattle University
NULL,1,Sechenov Moscow Medical Academy
NULL,1,Seconda Universita degli Studi di Napoli
NULL,1,Second Military Medical University
NULL,1,Sejong University
NULL,1,Selcuk University
NULL,1,Semmelweis University
NULL,1,Seoul National University
NULL,1,Seton Hall University
NULL,1,Seton Hill College
NULL,1,Shaanxi Normal University
NULL,1,Shaanxi University of Science & Technology
NULL,1,Shahid Beheshti University Medical Sciences
NULL,1,Shandong Agricultural University
NULL,1,Shandong Normal University
NULL,1,Shandong Polytechnic University
NULL,1,Shandong University
NULL,1,Shandong University of Science & Technology
NULL,1,Shanghai Jiao Tong University
NULL,1,Shanghai Normal University
NULL,1,Shanghai University
NULL,1,Shanghai University of Science & Technology
NULL,1,Shanghai University of Traditional Chinese Medicine & Pharmacology
NULL,1,Shantou University
NULL,1,Shanxi Medical University
NULL,1,Shanxi Normal University
NULL,1,Shanxi University
NULL,1,Sharif University of Technology
NULL,1,Shawnee Community College
NULL,1,Shawnee State University
NULL,1,Shaw University
NULL,1,Sheffield Hallam University
NULL,1,Sheldon Jackson College
NULL,1,Shenandoah University
NULL,1,Shenyang Pharmaceutical University
NULL,1,Shenyang University of Technology
NULL,1,Shenzhen University
NULL,1,Shepherd College
NULL,1,Sherman College of Straight Chiropractic
NULL,1,Shibaura Institute of Technology
NULL,1,Shiga University of Medical Science
NULL,1,Shihezi University
NULL,1,Shimane University
NULL,1,Shimer College
NULL,1,Shinshu University
NULL,1,Shippensburg University of Pennsylvania
NULL,1,Shivaji University
NULL,1,Shizuoka University
NULL,1,Shoreline Community College
NULL,1,Shorter College
NULL,1,Showa Pharmaceutical University
NULL,1,Showa University
NULL,1,Siberian Federal University
NULL,1,Sichuan Agricultural University
NULL,1,Sichuan Normal University
NULL,1,Sichuan University
NULL,1,Siena College
NULL,1,Siena Heights University
NULL,1,Sierra Nevada College
NULL,1,Silesian University of Technology
NULL,1,Silpakorn University
NULL,1,Silver Lake College
NULL,1,Simmons College
NULL,1,Simon Bolivar University
NULL,1,Simon Fraser University
NULL,1,Simon's Rock College
NULL,1,Simpson College
NULL,1,Simpson College Iowa
NULL,1,Singapore Management University
NULL,1,Sinte Gleska University
NULL,1,Skadron College
NULL,1,Skidmore College
NULL,1,Slippery Rock University
NULL,1,Slovak University of Agriculture Nitra
NULL,1,Slovak University of Technology Bratislava
NULL,1,Smith College
NULL,1,Sodertorn University College
NULL,1,Sogang University
NULL,1,Sojo University
NULL,1,Sojourner-Douglass College
NULL,1,Soka University of America
NULL,1,Sokoine University of Agriculture
NULL,1,Sonoma State University
NULL,1,Soochow University
NULL,1,Sookmyung Womens University
NULL,1,Soonchunhyang University
NULL,1,Soongsil University
NULL,1,Sophia University
NULL,1,South Carolina State University
NULL,1,South China Agricultural University
NULL,1,South China Normal University
NULL,1,South China University of Technology
NULL,1,South Dakota School of Mines and Technology
NULL,1,South Dakota State University
NULL,1,Southeastern Baptist College
NULL,1,Southeastern Bible College
NULL,1,Southeastern College of the Assemblies of God
NULL,1,Southeastern Louisiana University
NULL,1,Southeastern Oklahoma State University
NULL,1,Southeastern University
NULL,1,Southeast Missouri State University
NULL,1,Southeast University - China
NULL,1,Southern Adventist University
NULL,1,Southern Arkansas University
NULL,1,Southern California College
NULL,1,Southern California College of Optometry
NULL,1,Southern California Institute of Architecture
NULL,1,Southern College of Optometry
NULL,1,Southern Connecticut State University
NULL,1,Southern Cross University
NULL,1,Southern Federal University
NULL,1,Southern Illinois University
NULL,1,Southern Illinois University at Carbondale
NULL,1,Southern Illinois University at Edwardsville
NULL,1,Southern Illinois University Edwardsville
NULL,1,Southern Medical University - China
NULL,1,Southern Methodist University
NULL,1,Southern Nazarene University
NULL,1,Southern Oregon University
NULL,1,Southern Polytechnic State Univerisity
NULL,1,Southern University - Baton Rouge
NULL,1,Southern University Baton Rouge
NULL,1,Southern University - New Orleans
NULL,1,Southern University - Shreveport
NULL,1,Southern Utah University
NULL,1,Southern Valley University
NULL,1,Southern Vermont College
NULL,1,Southern Wesleyan University
NULL,1,South Florida Bible College & Theological Seminary
NULL,1,South Texas College of Law
NULL,1,Southwest Baptist University
NULL,1,Southwestern Adventist University
NULL,1,Southwestern Assemblies of God University
NULL,1,Southwestern Baptist Theological Seminary
NULL,1,Southwestern Christian College
NULL,1,Southwestern Christian University
NULL,1,Southwestern College
NULL,1,Southwestern College Kansas
NULL,1,Southwestern College Santa Fe
NULL,1,Southwestern Oklahoma State University
NULL,1,Southwestern University
NULL,1,South Western University of Finance & Economics - China
NULL,1,Southwestern University School of Law
NULL,1,Southwest Jiaotong University
NULL,1,Southwest Missouri State University
NULL,1,Southwest Missouri State University - West Plains
NULL,1,Southwest State University
NULL,1,Southwest Texas State University
NULL,1,Southwest University
NULL,1,Southwest University - China
NULL,1,Southwest University of Science & Technology - China
NULL,1,Spalding University
NULL,1,Spelman College
NULL,1,Spertus Institute of Jewish Studies
NULL,1,Spring Arbor College
NULL,1,Springfield College
NULL,1,Spring Hill College
NULL,1,Srinakharinwirot University
NULL,1,Sri Venkateswara University
NULL,1,Staffordshire University
NULL,1,St. Ambrose University
NULL,1,Standford Online University
NULL,1,Standford University
NULL,1,St. Andrews Presbyterian College
NULL,1,Stanford University
NULL,1,St. Anselm College
NULL,1,St. Anthony College of Nursing
NULL,1,State University of New York at Albany
NULL,1,State University of New York at Binghamton
NULL,1,State University of New York at Buffalo
NULL,1,State University of New York at New Paltz
NULL,1,State University of New York at Oswego
NULL,1,State University of New York at Stony Brook
NULL,1,State University of New York College at Brockport
NULL,1,State University of New York College at Cortland
NULL,1,State University of New York College at Fredonia
NULL,1,State University of New York College at Geneseo
NULL,1,State University of New York College at Old Westbury
NULL,1,State University of New York College at Oneonta
NULL,1,State University of New York College at Plattsburgh
NULL,1,State University of New York College at Potsdam
NULL,1,State University of New York College at Purchase
NULL,1,State University of New York College of Agriculture and Technology at Cobleskill
NULL,1,State University of New York College of Environmental Science and Forestry
NULL,1,State University of New York College of Optometry
NULL,1,State University of New York College of Technology at Alfred
NULL,1,State University of New York College of Technology at Farmingdale
NULL,1,State University of New York Downstate Medical Center
NULL,1,State University of New York Empire State College
NULL,1,State University of New York Health Sience Centre Syracuse
NULL,1,State University of New York Institute of Technology at Utica/Rome
NULL,1,State University of New York Maritime College
NULL,1,State University of New York School of Engineering and Applied Sciences
NULL,1,State University of New York (SUNY)
NULL,1,State University of New York (SUNY) Albany
NULL,1,State University of New York (SUNY) Binghamton
NULL,1,State University of New York (SUNY) Buffalo
NULL,1,State University of New York (SUNY) College of Environmental Science & Forestry
NULL,1,State University of New York (SUNY) Stony Brook
NULL,1,State University of New York Upstate Medical University
NULL,1,State University of West Georgia
NULL,1,St. Augustine's College North Carolina
NULL,1,St. Bernard's Institute
NULL,1,St. Bonaventure University
NULL,1,St. Cloud State University
NULL,1,St. Edwards University
NULL,1,Stefan University
NULL,1,Stellenbosch University
NULL,1,Stephen F. Austin State University
NULL,1,Stephens College
NULL,1,Sterling College
NULL,1,Stetson University
NULL,1,Stevens Institute of Technology
NULL,1,St. Francis College Brooklyn Heights
NULL,1,St. Francis College Fort Wayne
NULL,1,St. Francis College Loretto
NULL,1,St. Francis Medical Center College of Nursing
NULL,1,St. George's University
NULL,1,St Georges University London
NULL,1,Stillman College
NULL,1,St. John Fisher College
NULL,1,St. John's College Maryland
NULL,1,St. John's College New Mexico
NULL,1,St. John's Seminary
NULL,1,St. John's University
NULL,1,St. Joseph College
NULL,1,St. Joseph College of Nursing
NULL,1,St. Joseph's College
NULL,1,St. Joseph's College New York
NULL,1,St. Joseph's College New York Suffolk Campus
NULL,1,St. Joseph's College of Maine
NULL,1,St. Joseph's University
NULL,1,St. Lawrence University
NULL,1,St. Leo College
NULL,1,St. Louis Christian College
NULL,1,St. Louis College of Pharmacy
NULL,1,St. Louis University
NULL,1,St. Luke's College
NULL,1,St. Martin's College
NULL,1,St. Mary College
NULL,1,St. Mary-of-the-Woods College
NULL,1,St. Mary's College Indiana
NULL,1,St. Mary's College of California
NULL,1,St. Mary's College of Maryland
NULL,1,St. Mary's University of Minnesota
NULL,1,St. Mary's University of San Antonio
NULL,1,St. Meinrad College
NULL,1,St. Michael's College
NULL,1,St. Norbert College
NULL,1,Stockholm School of Economics
NULL,1,Stockholm University
NULL,1,St. Olaf College
NULL,1,Stonehill College
NULL,1,St. Paul's College
NULL,1,St Petersburg Academic University
NULL,1,St. Peter's College
NULL,1,Strayer University
NULL,1,St. Thomas Aquinas College
NULL,1,St. Thomas University
NULL,1,St. Vincent College
NULL,1,St. Xavier University
NULL,1,Suffolk University
NULL,1,Suleyman Demirel University
NULL,1,Sullivan College
NULL,1,Sul Ross State University
NULL,1,Sultan Qaboos University
NULL,1,Sunchon National University
NULL,1,Sungkyunkwan University
NULL,1,Sunshine Coast University
NULL,1,Sun Yat Sen University
NULL,1,Suranaree University of Technology
NULL,1,Susquehanna University
NULL,1,Suzhou University
NULL,1,Swansea University
NULL,1,Swarthmore College
NULL,1,Swedish University of Agricultural Sciences
NULL,1,Sweet Briar College
NULL,1,Swinburne University of Technology
NULL,1,Swiss Federal Institute of Technology Zurich
NULL,1,Syracuse University
NULL,1,Szeged University
NULL,1,Szent Istvan University
NULL,1,Tabor College
NULL,1,Taipei Medical University
NULL,1,Taiyuan University of Technology
NULL,1,Talladega College
NULL,1,Tallinn University of Technology
NULL,1,Tamkang University
NULL,1,Tampere University of Technology
NULL,1,Taras Shevchenko National University Kiev
NULL,1,Tarleton State University
NULL,1,Tatung University
NULL,1,Taylor University
NULL,1,Taylor University Fort Wayne Campus
NULL,1,Teachers College Columbia University
NULL,1,Technical University Czestochowa
NULL,1,Technical University Freiberg
NULL,1,Technical University Kosice
NULL,1,Technical University Liberec
NULL,1,Technical University Lodz
NULL,1,Technical University of Berlin
NULL,1,Technical University of Cluj Napoca
NULL,1,Technical University of Crete
NULL,1,Technical University of Denmark
NULL,1,Technical University of Dresden
NULL,1,Technical University of Munich
NULL,1,Technical University Ostrava
NULL,1,Technion Israel Institute of Technology
NULL,1,Technology Education Institute Crete
NULL,1,Tehran University of Medical Sciences
NULL,1,Teikyo University
NULL,1,Tel Aviv University
NULL,1,Temple University
NULL,1,Temple University School of Podiatric Medicine
NULL,1,Tennessee State University
NULL,1,Tennessee Technological University
NULL,1,Tennessee Temple University
NULL,1,Tennessee Wesleyan College
NULL,1,Texas A&M International University
NULL,1,Texas A&M University
NULL,1,Texas A&M University - Commerce
NULL,1,Texas A&M University - Corpus Christi
NULL,1,Texas A&M University - Galveston
NULL,1,Texas A&M University - Kingsville
NULL,1,Texas A&M University - Texarkana
NULL,1,Texas A&M University College Station
NULL,1,Texas A&M University Kingsville
NULL,1,Texas A&M University Qatar
NULL,1,Texas Chiropractic College
NULL,1,Texas Christian University
NULL,1,Texas College
NULL,1,Texas College of Osteopathic Medicine
NULL,1,Texas Lutheran University
NULL,1,Texas Southern University
NULL,1,Texas State University San Marcos
NULL,1,Texas Tech University
NULL,1,Texas Tech University Health Science Center
NULL,1,Texas Wesleyan University
NULL,1,Texas Woman's University
NULL,1,Tezpur University
NULL,1,Thammasat University
NULL,1,Thapar University
NULL,1,The American College
NULL,1,The Art Institute of Boston
NULL,1,The Art Institutes International Portland
NULL,1,The Art Institutes International San Francisco
NULL,1,The Boston Conservatory
NULL,1,The Catholic University of America
NULL,1,The Chicago School of Professional Psychology
NULL,1,The College of Insurance
NULL,1,The College of New Jersey
NULL,1,The College of Santa Fe
NULL,1,The College of St. Scholastica
NULL,1,The College of Westchester
NULL,1,The College of Wooster
NULL,1,The Cooper Union for the Advancement of Science and Art
NULL,1,The Corcoran College of Art
NULL,1,The Curtis Institute of Music
NULL,1,The Defiance College
NULL,1,The Dickinson School of Law
NULL,1,The Illinois Institute of Art-Chicago
NULL,1,The Johns Hopkins University
NULL,1,The Juilliard School
NULL,1,The Leadership Institute of Seattle
NULL,1,The Maryland Institute College of Art
NULL,1,The Master's College
